"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000197142",6254.547,10780.001,6174,15357.881,27916.625,17223.011
"ENSG00000197147",6113.401,2956.95,4550.234,5458.512,2949.47,5199.351
"ENSG00000197149",3.171,90.837,114.129,3.022,69.231,78.078
"ENSG00000197150",1280.211,934.708,870.316,1482.819,789.326,1112.111
"ENSG00000197153",103,41,32.109,60,36,45.355
"ENSG00000197157",24109.766,22251.917,18889.999,22010.321,18875.146,16542.653
"ENSG00000197161",0,0,0,0,0,0
"ENSG00000197162",1099.056,882.635,943.733,969.454,766.441,908.511
"ENSG00000197165",13.705,33.622,25.335,19.496,18.799,35.068
"ENSG00000197168",36.878,166.241,60.013,32.3,156.44,34.231
"ENSG00000197170",15204.049,9749.391,12162.597,10152.991,6401.751,8722.845
"ENSG00000197171",0,0,0,0,0,0
"ENSG00000197172",0,0,0,0,0,0
"ENSG00000197177",0,0,2,0,1,1
"ENSG00000197181",86.247,262.145,695.206,36.642,88.953,230.294
"ENSG00000197183",323.219,1409.283,528.409,1073.68,2090.015,930.326
"ENSG00000197185",0,0,0,0,0,0
"ENSG00000197208",248.21,258.677,333.003,383.001,318.25,517.996
"ENSG00000197213",3.893,1,5.063,3.013,0,4.015
"ENSG00000197214",21,12,26,4,6,20
"ENSG00000197217",6483.923,6387.044,4633.594,8702.191,7393.31,6769.01
"ENSG00000197223",2107.078,1734.681,1452.825,2331.977,2012.99,1985.586
"ENSG00000197226",11633.336,10125.128,9009.845,10113.951,8904.97,9616.235
"ENSG00000197233",0,1,0,0,0,0
"ENSG00000197238",537.255,783.671,355.143,1158.337,874.8,667.428
"ENSG00000197241",0,0,0,0,0,0
"ENSG00000197245",23.74,52.638,17.614,11.384,31.869,19.425
"ENSG00000197249",1523.425,857.717,185.035,6989.531,2386.506,1859.312
"ENSG00000197253",49.445,26.618,20.073,50.174,16.886,22.528
"ENSG00000197254",0,5,2,0,2,3
"ENSG00000197256",868.416,1355.155,741.379,1764.416,2112.831,2287.938
"ENSG00000197258",377.445,314.853,324.907,219.529,265.886,252.703
"ENSG00000197261",1816.128,1603.991,1927.818,270.383,495.692,786.009
"ENSG00000197265",4214.439,2901.365,2785.557,4321.51,3292.521,3330.271
"ENSG00000197272",0,1,0,0,1,0
"ENSG00000197273",2,45.886,8,5,111,23
"ENSG00000197275",109.78,149.449,150.363,111.443,86.87,93.823
"ENSG00000197279",40.065,73.521,48.572,28.679,66.134,9.017
"ENSG00000197283",154.828,274.31,371.939,162,205.491,224.166
"ENSG00000197296",1200.523,729.653,855.269,1151.003,686.755,907.509
"ENSG00000197299",109.001,133.505,84.545,72.899,85.827,73.85
"ENSG00000197302",1230.854,1441.261,1456.48,1283.031,1657.995,2135.08
"ENSG00000197309",0,0,0,0,0,0
"ENSG00000197312",8058.728,8655.917,6135.311,6967.144,6693.46,5486.754
"ENSG00000197320",50.242,34.195,14.688,55.42,47.22,42.516
"ENSG00000197321",26904.142,25788.394,28173.021,14714.605,17894.634,17254.933
"ENSG00000197323",8318.596,8170.449,7380.844,7994.258,7886.696,7976.795
"ENSG00000197324",14094.499,16892,11459.647,31018.435,27027.919,27076.225
"ENSG00000197329",3919.99,6758.348,4566,5279.123,8336,6542
"ENSG00000197343",13412.709,10890.143,12912.729,9277.316,8275.949,10323.74
"ENSG00000197345",3230.393,1982.211,2264.001,1597.266,1055.159,1422.999
"ENSG00000197353",5,2,0,3,6,3
"ENSG00000197355",174.098,549.508,188.117,227.852,565.924,340.592
"ENSG00000197358",0,13.942,3.191,0,16.164,0
"ENSG00000197360",18.263,77.679,10.282,45.283,71.157,15.964
"ENSG00000197361",52,42.013,26,23,32,26
"ENSG00000197362",1021.499,505.333,788.013,820.087,356.033,630.866
"ENSG00000197363",263.049,187.129,210.702,282.052,191.629,277.395
"ENSG00000197364",0,0,0,0,0,0
"ENSG00000197372",663.254,877.021,600.433,995.712,1333.919,958.84
"ENSG00000197375",1437.084,1856.169,1504.636,1322.241,1577.781,1504.194
"ENSG00000197376",25.02,12.546,17.049,3,3.216,5
"ENSG00000197380",96.668,167.298,94.407,68.62,138.839,72.132
"ENSG00000197381",547.114,397.832,423.144,433.958,327.899,450.045
"ENSG00000197385",235,252,210,448,437.109,402
"ENSG00000197386",4219.416,5245.349,3868.436,4543.166,4782.576,4696.405
"ENSG00000197405",84.08,80.57,128.478,50.051,53.81,117.829
"ENSG00000197406",1118.177,74,186,277.924,54,218.958
"ENSG00000197408",59.204,83.288,41.945,158.918,433.547,95.273
"ENSG00000197409",933.396,480.937,794.018,666.254,545.704,592.989
"ENSG00000197415",6,4,6.999,10,11,15
"ENSG00000197416",1,0,1.731,0,0,0
"ENSG00000197417",1668.185,1597.641,1384.474,1345.73,1321.247,1226.146
"ENSG00000197421",0,1.001,2.015,0,0,0
"ENSG00000197428",0,0,0,0,0,0
"ENSG00000197429",465.349,430.993,363,758.779,644,630
"ENSG00000197430",1,0,1,0,0,0
"ENSG00000197442",5779.786,3919.759,2508.65,9400.463,5593.216,5900.042
"ENSG00000197444",57,43,201,13,18,45
"ENSG00000197445",0,0,1,0,0,0
"ENSG00000197446",0,2.912,3,2,3,3
"ENSG00000197448",2027.92,2196.843,1423.301,2637.258,2621.6,2042.785
"ENSG00000197451",31503.426,18723.633,24944.005,12688.886,7256.618,14020.73
"ENSG00000197454",1,3,1,2,5,0
"ENSG00000197457",828.103,834.035,764.999,645,449.102,689.005
"ENSG00000197461",3261.312,3710.43,4528.001,1628.995,1614.722,2598
"ENSG00000197465",0,1,2,0,0,0
"ENSG00000197467",18.522,2.846,13,19.214,1.899,25.29
"ENSG00000197468",0,0,0,0,0,0
"ENSG00000197471",95.968,206.138,87.832,75.045,146.823,72.85
"ENSG00000197472",18.433,12.55,15.106,16.249,17.555,30.689
"ENSG00000197475",16.081,50.891,19.519,18.9,39.56,11.989
"ENSG00000197476",0,0,0,0,0,0
"ENSG00000197483",301.98,229,300,281.059,223,410
"ENSG00000197487",0,0,1,1,0,0
"ENSG00000197496",606.843,1021.013,561.886,2466.321,2755.493,2166
"ENSG00000197497",324.754,577.803,331.571,304.155,447.208,293.834
"ENSG00000197498",15324.46,7258.751,11292.994,5304.582,2647.475,5572.02
"ENSG00000197506",569.006,173,128,1820.36,535.073,1290.251
"ENSG00000197520",4,5,3,19.02,21.999,6
"ENSG00000197530",1769.095,1547.405,1370.686,1467.991,1383.559,1372.358
"ENSG00000197535",1031.927,356.344,1119.657,434.971,544.007,668.215
"ENSG00000197540",11,2,2,1,3,2
"ENSG00000197548",2211.212,2630.398,2169.561,2760.727,2160.938,2498.746
"ENSG00000197549",0,0,0,0,0,0
"ENSG00000197550",26.727,49.586,17.786,10.39,49.248,16.417
"ENSG00000197555",5642.37,5925.444,5027.25,3981.232,4612.079,4331.847
"ENSG00000197557",288.744,206.783,171.875,741.391,564.747,411.851
"ENSG00000197558",3.999,11.001,14,24,40.001,26
"ENSG00000197561",0,0,0,0,1,0
"ENSG00000197562",2031.041,2121.594,1388.023,1736.554,2378.046,1575
"ENSG00000197563",1030.005,813.406,1150.185,1337.797,738.671,1122.179
"ENSG00000197565",7341.046,7700.983,8794.994,187.002,399.959,895
"ENSG00000197566",306.781,286.321,300,384.912,311.455,333
"ENSG00000197575",0,3,4,1,1,1
"ENSG00000197576",33,23,22,18,13,10
"ENSG00000197579",4978.206,3354.466,4344.887,4738.63,3663.916,4772.054
"ENSG00000197580",788.724,504.161,717.146,185.61,197.751,254.246
"ENSG00000197582",14.874,0,0,4.755,2.499,4.534
"ENSG00000197584",0,0,1,0,2,0
"ENSG00000197586",8995.443,7891.243,6746.998,9637.061,7786.396,8480.073
"ENSG00000197587",12.112,13.063,2,5.613,16.088,7.02
"ENSG00000197588",0,0,0,0,0,1
"ENSG00000197591",0,0,0,0,0,0
"ENSG00000197594",123.031,0,97.777,175.589,76.594,139.199
"ENSG00000197599",28.001,50,26,13,28,23
"ENSG00000197601",12159.93,8152.661,9998.026,6454.479,4500.086,6231.026
"ENSG00000197603",1114.256,1527.06,987.322,1663.893,2186.931,1633.211
"ENSG00000197608",1308.916,2847.289,1445.572,1729.248,2984.768,1712.412
"ENSG00000197614",25.624,81.354,35.081,22.187,60.276,37.63
"ENSG00000197616",3,0,5,2,0,1
"ENSG00000197617",0,0,0,0,0,0
"ENSG00000197619",735.252,849.015,730.535,1276.002,1823.066,1696.032
"ENSG00000197620",974.38,748.384,725.452,1040.04,683.359,763.193
"ENSG00000197622",24415.915,20896.95,20188.69,18846.189,16416.816,18677.028
"ENSG00000197629",1,1,1,2,1,1
"ENSG00000197632",7856.627,16665.529,7906.001,583.973,2643.289,886
"ENSG00000197635",160.66,23.55,64.288,1223.747,894.656,2320.949
"ENSG00000197641",1147.905,953.04,176,28,97,26
"ENSG00000197646",38,41,32,4,5,11
"ENSG00000197647",267.242,259.44,285.553,317.874,381.369,397.047
"ENSG00000197651",1,1,1,1,0,0
"ENSG00000197653",21.403,20,22,0,23,0
"ENSG00000197658",0,0,0,0,0,0
"ENSG00000197683",0,0,0,0,0,0
"ENSG00000197692",0,0,0,0,0,0
"ENSG00000197694",21929.616,27990.845,17890.146,22186.322,28401.942,22156.526
"ENSG00000197702",4680.767,2931.452,3587.93,6881.422,4510.239,5540.707
"ENSG00000197705",1,0,1,0,3,0
"ENSG00000197712",4561.556,7202.896,3157.629,13734.864,13107.361,9028.373
"ENSG00000197713",7397.153,4893.135,4677.988,5246.402,3869.081,4037.908
"ENSG00000197714",7421.848,8786.18,7494.021,4912.935,6323.227,6354.952
"ENSG00000197721",3,4.235,7,17.999,15.377,19.961
"ENSG00000197724",3750.298,4430.111,3694,4161.703,4729.157,4732.995
"ENSG00000197728",17499.948,13290.363,16286.908,9471.88,9669.973,12069.943
"ENSG00000197744",14.014,9.112,16.087,16.348,6.628,17.389
"ENSG00000197745",0,0,0,0,0,0
"ENSG00000197746",60196.662,66023.781,43584.788,76228.282,70510.571,62452.017
"ENSG00000197747",25532.059,25704.961,28568.621,21703.772,16726.008,26480
"ENSG00000197748",179.001,105,202.001,144,106,165
"ENSG00000197753",37.486,75.352,48.322,27.92,59.655,39.265
"ENSG00000197756",85059.666,63025.625,59880.088,55449.824,48346.084,47186.025
"ENSG00000197757",0,0,1,1,3,1
"ENSG00000197763",1331.728,831.046,1262.263,567.882,352.915,675.911
"ENSG00000197766",18.778,41.562,2.777,22.11,133.592,40.631
"ENSG00000197768",82.001,65.002,111.999,16,36,58
"ENSG00000197769",66.232,170.567,65.793,68.099,145.8,65.35
"ENSG00000197771",19298.6,12059.067,12983.649,10244.72,6810.226,9154.011
"ENSG00000197774",848.732,1296.83,1130.232,796.033,1043.473,1198
"ENSG00000197776",435.026,339.851,389.14,247.473,274.098,292.273
"ENSG00000197779",1110.059,789.109,827.262,910.386,742.033,850.046
"ENSG00000197780",5879.843,3076.121,4671.233,4850.978,2931.833,4786.991
"ENSG00000197785",11890.308,6933.48,8967.736,3187.893,2108.943,3690.203
"ENSG00000197786",1,0,0,0,0,1
"ENSG00000197790",0,1,0,0,0,0
"ENSG00000197798",1932.018,1140,1315.999,2224.805,1562.724,1688
"ENSG00000197808",565.54,542.054,496.14,503.893,585.466,582.638
"ENSG00000197816",172.46,156.835,88.511,208.978,168.86,122.325
"ENSG00000197818",2127.468,1961.619,1953,3275.289,2969.295,3145
"ENSG00000197822",4270.999,9048.961,3217.589,10688.358,16731.953,8699.428
"ENSG00000197826",11.335,14.089,12.08,11.002,11.061,5.786
"ENSG00000197837",2541.35,1626.487,2615.892,1682.833,1974.997,2627.97
"ENSG00000197838",2.046,0,0,6.534,1.01,1.016
"ENSG00000197841",1193.402,704.311,825.63,1293.916,837.729,973.263
"ENSG00000197847",142.26,229.491,137.991,119.29,171.186,164.75
"ENSG00000197852",501.074,432.394,403.482,304.03,249.998,385.112
"ENSG00000197857",1025.277,1129.85,1067.615,1122.014,1278.873,1227.914
"ENSG00000197858",3501.684,2064.974,2328.196,2745.069,1620.005,2577.586
"ENSG00000197859",33.824,53.595,50.568,20.241,40.898,22
"ENSG00000197860",973.523,1078.351,1156.051,514.587,507.572,614.39
"ENSG00000197863",706.541,978.195,704.171,557.214,706.167,582.979
"ENSG00000197866",0,0,0,0,0,0
"ENSG00000197870",0,0,0,0,0,0
"ENSG00000197872",248.001,827.146,359,139,542.189,387
"ENSG00000197879",5184.298,5354.773,7070.865,3056.915,2368.531,4368.942
"ENSG00000197882",0,0,0,0,0,0
"ENSG00000197885",1515.611,912.154,1218.009,1475.104,1139.136,1287.074
"ENSG00000197888",18.453,3.924,0,7.519,68.083,0
"ENSG00000197889",7,11,18,9,6,9
"ENSG00000197891",0,0,0,0,1,0
"ENSG00000197892",3939.838,7409.575,3509.001,12646.619,17559.571,12570.001
"ENSG00000197893",2,4,0,2,2,13
"ENSG00000197894",4861.204,3411.399,3994.964,3769.791,2431.533,3245.002
"ENSG00000197901",0,0,0,0,0,0
"ENSG00000197903",6143.062,2765.364,4291.126,5219.517,2923.598,4246.315
"ENSG00000197905",2436.3,1216.287,1700,1428.706,577.205,1287.003
"ENSG00000197912",884.536,1121.66,931.175,577.557,747.42,724.522
"ENSG00000197915",0,0,1,0,3,1
"ENSG00000197919",0,0,0,0,0,0
"ENSG00000197921",0,12,19,0,30.184,72.617
"ENSG00000197927",196.472,64.202,47.136,111.552,33.499,25.898
"ENSG00000197928",906.336,1387.818,1047.79,659.191,1281.357,809.802
"ENSG00000197930",21667.113,53016.172,19491.976,25877.239,71596.773,26563.281
"ENSG00000197933",815.018,967.584,739,1177.331,1161.349,1043.001
"ENSG00000197935",83.861,139.189,168.027,37.245,85.72,80.459
"ENSG00000197937",2044.541,2065.665,1729.669,1790.7,1580.962,1603.779
"ENSG00000197938",0,0,0,0,0,0
"ENSG00000197943",1660515.481,2144585.62,1580036.994,1631338.074,2079314.328,1534243.968
"ENSG00000197948",558.029,1600.091,838.999,675,1293.106,842.001
"ENSG00000197951",1006.079,692.266,798.597,1101.032,549.39,797
"ENSG00000197953",0,0,0,0,0,0
"ENSG00000197956",141023.897,108722.256,90389.737,266938.951,179838.62,239090.263
"ENSG00000197958",60367.658,46219.154,49330.846,38099.126,33192.268,35556.244
"ENSG00000197959",131.251,210.576,161.502,73,115,79.906
"ENSG00000197961",15380.223,12148.505,14200.486,8258.502,6489.455,10408.368
"ENSG00000197965",30082.39,19665.853,25530.058,25656.669,18396.098,23048.328
"ENSG00000197969",3535.738,4283.605,2513.649,2544.443,3905.281,2233.16
"ENSG00000197971",8069.352,9757.777,5290.114,12694.111,12533.207,11482.561
"ENSG00000197977",73,6,12,1244.028,245,484
"ENSG00000197978",401.914,393.709,210.32,549.984,325.964,238.647
"ENSG00000197980",107.001,126.001,138.999,73,116.906,125.001
"ENSG00000197982",3803.438,1974.97,2748.998,2120.118,1286.23,2036.999
"ENSG00000197984",0,1,0,0,0,0
"ENSG00000197990",0,0,0,0,0,0
"ENSG00000197991",0,0,0,0,0,0
"ENSG00000197992",0,0,1,0,0,0
"ENSG00000197993",12,0,2.37,0,0,0
"ENSG00000198000",6046.952,3918.61,4280.126,2919.836,1725.928,2330.999
"ENSG00000198001",1095.35,1013.197,1006.444,1718.329,1554.105,1468.045
"ENSG00000198003",4,1.001,11.272,4,7.004,10
"ENSG00000198010",0,0,0,2,3,13.627
"ENSG00000198015",7393.113,4684.971,5438.636,7125.78,4818.223,5982.635
"ENSG00000198018",8207.639,6716.303,5908.145,4522.389,3327.89,3679.086
"ENSG00000198021",0,0,0,0,0,0
"ENSG00000198022",0,0,1,0,0,0
"ENSG00000198026",3875.317,2872.885,3997.999,2536.479,2717.652,4602.001
"ENSG00000198028",3,3,7,25,25,2
"ENSG00000198033",0,0,0,0,0,0
"ENSG00000198034",79552.785,64643.909,57138.692,59002.316,52908.759,46912.033
"ENSG00000198039",436.976,514.543,399.249,464.305,515.601,386.173
"ENSG00000198040",2948.06,2628.069,2424.001,2499.913,2230.129,2279.998
"ENSG00000198042",10958.332,4370.637,7844.694,3837.808,1277.291,3722
"ENSG00000198046",906.421,1338.213,872.187,439.23,695.355,450.121
"ENSG00000198049",0,1,1,2,1,4
"ENSG00000198053",4874.595,2201.139,3285.331,3851.314,1387.129,2068.512
"ENSG00000198054",0,0,0,0,0,0
"ENSG00000198055",4487.721,5041.824,3554.605,2428.24,2785.345,2702.996
"ENSG00000198056",189.331,113.345,169.72,167.233,60.462,79.708
"ENSG00000198060",3835.666,3726.864,2917.869,4821.164,4674.233,4686.856
"ENSG00000198062",8.274,0,3.972,172,46.079,164.793
"ENSG00000198064",0,132.834,46.319,0,6.378,6.408
"ENSG00000198074",191.738,56.009,146.542,311.703,85.915,777.867
"ENSG00000198075",11.437,12.727,33.602,7.085,18.306,23.693
"ENSG00000198077",48.512,3.063,1,828.778,143.717,63.243
"ENSG00000198081",971.257,588.406,722.001,1138.326,632.527,802.999
"ENSG00000198083",0,0,0,0,0,0
"ENSG00000198087",16092.281,19911.998,15408.84,19631.298,29995.847,23057.585
"ENSG00000198088",47,63.003,53.001,27,49.002,35
"ENSG00000198089",1097.089,1894.671,929.813,1431.881,1801.407,1149.426
"ENSG00000198092",35,30,6,3,4,2
"ENSG00000198093",1851.125,1502.783,1678.838,1706.503,1807.728,1822.623
"ENSG00000198099",2.113,14.128,2.337,2.366,7.635,6.516
"ENSG00000198105",1035.958,1141.209,841.755,1163,992.22,866
"ENSG00000198108",69,27,43,22,11,26
"ENSG00000198113",611.525,1417.455,1106.594,262.651,1058.375,932.224
"ENSG00000198121",6120.24,3163.113,4629.163,4980.239,2727.537,3798.646
"ENSG00000198125",108,127,20,703.124,761.041,433.001
"ENSG00000198128",0,2,0,3,4,1
"ENSG00000198130",1528.512,1309.33,1094.126,1201.581,1024.353,815.432
"ENSG00000198131",1942.682,2818.637,1398.836,1596.893,1636.889,1197.024
"ENSG00000198133",78.493,194.789,126.532,102.288,293.791,177.304
"ENSG00000198142",5915.624,4963.579,5888.974,1451.05,2006.011,2448.582
"ENSG00000198146",13812.17,9532.116,10030.37,8075.75,6651.474,7469.039
"ENSG00000198153",0,8.916,0,1.178,4.321,5.266
"ENSG00000198155",213.108,257.152,166,180,230.061,145
"ENSG00000198156",0,21.225,2.855,0,0,0
"ENSG00000198157",14,10.007,9,17,18.999,16
"ENSG00000198160",7809.386,6743.031,6314.001,7690.23,7360.508,6979.988
"ENSG00000198162",12787.649,8919.272,9916.955,13844.662,10179.805,10680.506
"ENSG00000198168",1911.614,1415.298,1419.822,2805.74,2313.48,2687.056
"ENSG00000198169",1042.774,1296.328,1167.916,689.359,573.242,900.439
"ENSG00000198171",4730.417,3472.695,3454,5129.065,3312.8,4399.865
"ENSG00000198173",0,0,0,0,1,0
"ENSG00000198176",8709.555,5649.564,6872,4003.114,3097.619,4071.998
"ENSG00000198178",1,1,3,0,2,2
"ENSG00000198182",605.001,780.014,573,581.247,543.002,580.867
"ENSG00000198183",79,1,2,314.374,24,112.999
"ENSG00000198185",516.275,543.748,493.695,742.409,655.992,670.58
"ENSG00000198189",2351.253,2134.434,585.485,9296.763,7695.092,5501.766
"ENSG00000198198",2234.923,2920.274,2247.966,2004.011,3030.965,2252.221
"ENSG00000198203",28.176,70.838,26.368,28.987,46.408,29.892
"ENSG00000198205",1270.462,1347.31,1961.085,735.239,922.62,1251.999
"ENSG00000198208",115.716,106.013,71.089,87.565,88.268,49.054
"ENSG00000198211",0,0,18.962,0,3.255,25.796
"ENSG00000198216",0,1.102,0,1.1,3,9.246
"ENSG00000198217",0,0,0,0,1,0
"ENSG00000198218",8508.485,6598.039,7203.861,7129.233,6158.319,7082.61
"ENSG00000198225",4.955,1.119,3.175,1.304,1.428,1.335
"ENSG00000198231",9969.619,9223.698,9526.157,8145.848,8338.249,8709.001
"ENSG00000198237",395.064,199.075,257.123,276.054,125.226,227.65
"ENSG00000198242",44569.024,30769.44,30000.217,30360.203,26897.66,26448.571
"ENSG00000198246",145.599,158.232,106.787,386.553,411.461,348.963
"ENSG00000198251",0,0,0,1,2,2
"ENSG00000198252",2546.391,1787.807,2494.873,2356.206,2123.75,2606.798
"ENSG00000198258",8512.161,5986.421,5849.698,7366.71,5169.093,5648.155
"ENSG00000198261",0,0,0,0,0,0
"ENSG00000198265",5940.282,9469.119,5378.107,5224.182,7819.773,5912.669
"ENSG00000198270",475.03,497.883,483.727,647.108,821.715,746.246
"ENSG00000198276",3037.417,2745.708,2434,1773.315,1623.213,1805.001
"ENSG00000198277",0,0,0,0,0,0
"ENSG00000198283",1,1,2,0,0,1
"ENSG00000198284",0,0,0,0,0,0
"ENSG00000198286",422.938,903.503,677.776,849.622,2691.337,2270.412
"ENSG00000198298",799.376,306,578.001,318.001,111.719,222
"ENSG00000198300",108.043,75.394,205.542,8.871,62.122,130.283
"ENSG00000198301",11460.999,6984.923,8503.107,6151.542,4164.186,5782.712
"ENSG00000198312",6.69,23.516,0,1.49,0,0
"ENSG00000198315",2111.474,2101.712,1791,1828.638,2036.517,1944.538
"ENSG00000198324",47.53,23.179,16.929,74.477,86.234,126.215
"ENSG00000198326",5.185,13.049,6,6,8.574,4
"ENSG00000198331",452.002,139.69,408.714,405.027,193.94,447.04
"ENSG00000198336",2,0,3,4,0,3
"ENSG00000198342",249.579,316.469,275.034,235.554,337.666,272.386
"ENSG00000198346",830.465,566.893,637.223,964.814,695.379,808.809
"ENSG00000198353",1,0,0,0,0,0
"ENSG00000198354",3,0,0,18,3,4
"ENSG00000198355",15320.045,17555.264,13889.128,18282.693,21098.336,22280.262
"ENSG00000198356",5290.494,3060.814,3343,4175.088,2393.846,3117
"ENSG00000198363",17046.492,24837.017,18166.711,17832.887,26839.783,20184.681
"ENSG00000198367",0,0,0,0,0,0
"ENSG00000198369",2775.235,3300.076,3409.001,2212.265,2962.414,3620.999
"ENSG00000198373",4457.23,4073.065,3636.002,6682.236,5975.618,6230.999
"ENSG00000198380",6105.689,9260.796,6517.912,10555.872,11498.997,8229.973
"ENSG00000198382",2692.558,1992.325,2086.017,2951.998,2751.852,3280.144
"ENSG00000198384",0,1,0,1,0,2
"ENSG00000198390",0,0,0,0,0,0
"ENSG00000198393",2824.598,2325.206,2680.691,1783.494,1698.386,1912.063
"ENSG00000198398",1,0,1,2,1,0
"ENSG00000198399",11572.955,11119.442,11768.462,10147.46,9946.62,11465.999
"ENSG00000198400",6,0,15.867,0,1,9
"ENSG00000198406",8810.143,6482.65,7127.354,9532.23,6578.491,7987.167
"ENSG00000198408",9201.7,13290.642,7201,10870.625,12472.429,9395.847
"ENSG00000198414",0,0,0,0,0,0
"ENSG00000198416",326.856,149.674,183.309,234.073,104.869,135.511
"ENSG00000198417",99,102,89,116,141,384.013
"ENSG00000198420",2449.78,3231.665,2064.273,5318.686,5674.857,4592.526
"ENSG00000198429",320.24,262.119,180.94,741.493,693.886,618.081
"ENSG00000198431",71137.065,65633.581,59982.613,50024.045,39728.362,51031.545
"ENSG00000198435",1352.87,1213.749,3365,796.152,1117.445,3345
"ENSG00000198440",475.143,402.459,481.805,502.575,429.364,512.049
"ENSG00000198443",0,0,2,2,1,27
"ENSG00000198445",0,0,2,0,0,2.001
"ENSG00000198453",909.313,1314.329,702.389,891.894,1155.881,823.171
"ENSG00000198455",2646.443,3306.4,4137.831,1907.419,2940.063,3443.001
"ENSG00000198457",0,0,0,0,5.391,0
"ENSG00000198464",3840.936,2396.124,3269.69,3674.288,2011.352,3134.101
"ENSG00000198466",4206.292,4796.202,3477.906,4713.616,5399.549,4499.237
"ENSG00000198467",7823.638,6858.977,7568.59,494.754,694.626,913.263
"ENSG00000198471",1,0,0,0,0,1
"ENSG00000198478",3340.788,4761.191,1850,9108.854,13604.275,7379
"ENSG00000198482",1330.943,2059.448,1181.909,1435.914,1903.65,1324.613
"ENSG00000198483",98,88,60,123.005,66,117
"ENSG00000198488",22.138,42.451,19.618,93.737,155.439,25.136
"ENSG00000198492",15447.579,9464.617,12123.001,12776.78,7891.103,11257.959
"ENSG00000198496",0,0,0,0,0,0
"ENSG00000198498",3067.565,1840.667,2805,1371.88,771.46,1405.15
"ENSG00000198502",2065.174,201.624,244.76,10643.668,507.891,5013.664
"ENSG00000198513",435.961,562.212,265.466,921.441,1183.567,565.603
"ENSG00000198515",77.021,240.102,18,145,893.992,167.001
"ENSG00000198517",8734.523,8152.921,8552.009,6185.97,6616.234,8969.003
"ENSG00000198520",4,18,17,20,18.001,26.874
"ENSG00000198521",1495.64,1611.418,1892.921,2014.281,2301.67,2916.775
"ENSG00000198522",5544.27,2709.586,3798.042,3325.508,1857.709,2934.999
"ENSG00000198523",1,1,0,1,7,0
"ENSG00000198526",1,0,0,0,0,0
"ENSG00000198535",1503.071,861.239,524,2718.397,1288.58,1556.596
"ENSG00000198538",4689.015,3633.281,3674.914,4520.433,3537.195,4155.101
"ENSG00000198542",87,47,15,54,35,22
"ENSG00000198546",2098.812,1116.635,1513,1287.265,684.884,1093.46
"ENSG00000198547",3.293,1.103,4.677,0,1.148,5.959
"ENSG00000198551",1562.324,1670.575,1199.996,2434.487,2324.584,1745.635
"ENSG00000198553",49.75,44.765,64.292,68.224,67.292,50.472
"ENSG00000198554",443,337.165,367,229,223.049,160
"ENSG00000198555",2.082,13.408,4.18,1.04,6.11,3.088
"ENSG00000198556",237.926,260.497,244.738,257.426,225.357,298.616
"ENSG00000198561",23206.275,31836.517,19180.781,37306.433,46652.813,35779.874
"ENSG00000198563",262.23,0,19296.713,0,0,14681.224
"ENSG00000198569",0,5,3,8,0,0
"ENSG00000198570",5.051,2.473,5.674,6,6.326,12.076
"ENSG00000198573",0,0,0,0,0,0
"ENSG00000198574",10,2,0,4,7,9
"ENSG00000198576",865.596,488,2182.003,546.018,565.099,1786
"ENSG00000198580",5,18,8,5,5,11
"ENSG00000198585",1265.906,731.323,1058,1434.104,940.368,1202
"ENSG00000198586",4672.662,4675.385,4373,4202.625,4761.456,4047
"ENSG00000198589",677.036,1763.556,593.791,613.891,1183.165,622.805
"ENSG00000198597",0,2,4,2.777,0,0
"ENSG00000198598",23,23,15,15,15,9
"ENSG00000198604",17591.237,13901.496,19571.417,16105.251,14272.902,21226.082
"ENSG00000198610",1.045,0,0,4.083,0,0
"ENSG00000198612",5550.418,2891.262,4231,3354.048,2023.684,3353
"ENSG00000198618",246.61,47.762,128.11,152.793,35.835,80.047
"ENSG00000198624",938.518,1681.152,342.244,1398.108,3031.134,1750.404
"ENSG00000198625",4376.406,5243.414,4804.695,3624.176,5336.83,4608.216
"ENSG00000198626",4,3,0,19,62,5
"ENSG00000198633",37.288,65.014,56.66,33.378,82.989,43.324
"ENSG00000198642",8459.245,7024.866,6558.958,6344.392,5516.809,6007.435
"ENSG00000198643",925.92,1805.09,53,6032.122,8430.906,2489.1
"ENSG00000198646",1607.289,2730.434,1528.826,2000.195,2673.852,1894.089
"ENSG00000198648",7574.511,7626.348,5713.9,5906.961,6782.64,6300.66
"ENSG00000198650",19.302,59.795,28.302,15.969,44.435,31.492
"ENSG00000198658",100.637,0,0,83.34,1.079,0
"ENSG00000198663",5969.625,4606.072,4862.22,6948.053,5594.491,6273.496
"ENSG00000198668",17003.775,10105.418,18087.674,16430.661,8820.094,16883.366
"ENSG00000198670",14.008,154.889,54,2.03,17.013,16.671
"ENSG00000198673",27,54.029,27.001,17,24,12
"ENSG00000198674",0,0,0,0,0,0
"ENSG00000198677",7377.52,3619.076,5604.867,7052.62,3713.684,5372.495
"ENSG00000198678",0,0,0,0,0,0
"ENSG00000198680",2239.846,1055,1698,1270.494,617.003,1386
"ENSG00000198681",0,0,0,0,0,0
"ENSG00000198682",418.035,216.011,270,803.078,723.015,786
"ENSG00000198689",2253.136,1866.799,1853.429,1854.776,1664.544,1471.088
